date,country,customer_id,year,month,day,times_viewed,price
2019-04-17,Nigeria,,,,,,
2019-04-17,Norway,,,,,,
2019-04-17,Poland,,,,,,
2019-04-17,Portugal,,,,,,
2019-04-17,RSA,,,,,,
2019-04-17,Saudi Arabia,,,,,,
2019-04-17,Singapore,,,,,,
2019-04-17,Spain,,,,,,
2019-04-17,Sweden,,,,,,
2019-04-17,Switzerland,37371.0,6057.0,12.0,51.0,14.0,11.23
2019-04-17,Thailand,,,,,,
2019-04-17,USA,,,,,,
2019-04-17,United Arab Emirates,,,,,,
2019-04-17,United Kingdom,14318602.0,1998810.0,3960.0,16830.0,7407.0,3096.9699999999966
2019-04-17,Unspecified,,,,,,
2019-04-17,West Indies,,,,,,
2019-04-18,Australia,,,,,,
2019-04-18,Austria,,,,,,
2019-04-18,Bahrain,,,,,,
2019-04-18,Belgium,,,,,,
2019-04-18,Bermuda,,,,,,
2019-04-18,Brazil,,,,,,
2019-04-18,Canada,,,,,,
2019-04-18,Channel Islands,,,,,,
2019-04-18,Cyprus,,,,,,
2019-04-18,Czech Republic,,,,,,
2019-04-18,Denmark,,,,,,
2019-04-18,EIRE,,,,,,
2019-04-18,European Community,,,,,,
2019-04-18,Finland,50656.0,8076.0,16.0,72.0,45.0,52.05
2019-04-18,France,566378.0,90855.0,180.0,810.0,255.0,146.05
2019-04-18,Germany,291338.0,46437.0,92.0,414.0,191.0,96.05000000000001
2019-04-18,Greece,,,,,,
2019-04-18,Hong Kong,,,,,,
2019-04-18,Iceland,,,,,,
2019-04-18,Israel,,,,,,
2019-04-18,Italy,,,,,,
2019-04-18,Japan,,,,,,
2019-04-18,Korea,,,,,,
2019-04-18,Lebanon,,,,,,
2019-04-18,Lithuania,,,,,,
2019-04-18,Malta,,,,,,
2019-04-18,Netherlands,,,,,,
2019-04-18,Nigeria,,,,,,
2019-04-18,Norway,,,,,,
2019-04-18,Poland,,,,,,
2019-04-18,Portugal,,,,,,
2019-04-18,RSA,,,,,,
2019-04-18,Saudi Arabia,,,,,,
2019-04-18,Singapore,,,,,,
2019-04-18,Spain,716532.0,117102.0,232.0,1044.0,389.0,261.21999999999986
2019-04-18,Sweden,,,,,,
2019-04-18,Switzerland,729270.0,109026.0,216.0,972.0,368.0,204.73999999999992
2019-04-18,Thailand,,,,,,
2019-04-18,USA,,,,,,
2019-04-18,United Arab Emirates,,,,,,
2019-04-18,United Kingdom,18695612.0,3525174.0,6984.0,31428.0,8442.0,8782.31
2019-04-18,Unspecified,,,,,,
2019-04-18,West Indies,,,,,,
2019-04-23,Australia,,,,,,
2019-04-23,Austria,323079.0,52494.0,104.0,598.0,208.0,163.17999999999998
2019-04-23,Bahrain,,,,,,
2019-04-23,Belgium,,,,,,
2019-04-23,Bermuda,,,,,,
2019-04-23,Brazil,,,,,,
2019-04-23,Canada,,,,,,
2019-04-23,Channel Islands,,,,,,
2019-04-23,Cyprus,,,,,,
2019-04-23,Czech Republic,,,,,,
2019-04-23,Denmark,,,,,,
2019-04-23,EIRE,,,,,,
2019-04-23,European Community,166188.0,22209.0,44.0,253.0,34.0,87.9
2019-04-23,Finland,,,,,,
2019-04-23,France,352044.0,56532.0,112.0,644.0,84.0,58.70000000000001
2019-04-23,Germany,114345.0,18171.0,36.0,207.0,14.0,17.999999999999996
2019-04-23,Greece,,,,,,
2019-04-23,Hong Kong,,,,,,
2019-04-23,Iceland,,,,,,
2019-04-23,Israel,,,,,,
2019-04-23,Italy,,,,,,
2019-04-23,Japan,102024.0,16152.0,32.0,184.0,16.0,17.22
2019-04-23,Korea,,,,,,
2019-04-23,Lebanon,,,,,,
2019-04-23,Lithuania,,,,,,
2019-04-23,Malta,,,,,,
2019-04-23,Netherlands,,,,,,
2019-04-23,Nigeria,,,,,,
2019-04-23,Norway,,,,,,
2019-04-23,Poland,,,,,,
2019-04-23,Portugal,,,,,,
2019-04-23,RSA,,,,,,
2019-04-23,Saudi Arabia,,,,,,
2019-04-23,Singapore,,,,,,
2019-04-23,Spain,,,,,,
2019-04-23,Sweden,,,,,,
2019-04-23,Switzerland,,,,,,
2019-04-23,Thailand,,,,,,
2019-04-23,USA,,,,,,
2019-04-23,United Arab Emirates,,,,,,
2019-04-23,United Kingdom,17936723.0,3676599.0,7284.0,41883.0,8919.0,8178.899999999989
2019-04-23,Unspecified,,,,,,
2019-04-23,West Indies,,,,,,
2019-04-24,Australia,,,,,,
2019-04-24,Austria,,,,,,
2019-04-24,Bahrain,,,,,,
2019-04-24,Belgium,,,,,,
2019-04-24,Bermuda,,,,,,
2019-04-24,Brazil,,,,,,
2019-04-24,Canada,,,,,,
2019-04-24,Channel Islands,,,,,,
2019-04-24,Cyprus,,,,,,
2019-04-24,Czech Republic,,,,,,
2019-04-24,Denmark,,,,,,
2019-04-24,EIRE,74555.0,10095.0,20.0,120.0,46.0,58.5
2019-04-24,European Community,,,,,,
2019-04-24,Finland,,,,,,
2019-04-24,France,12681.0,2019.0,4.0,24.0,2.0,5.95
2019-04-24,Germany,429114.0,68646.0,136.0,816.0,338.0,92.30000000000001
2019-04-24,Greece,,,,,,
2019-04-24,Hong Kong,,,,,,
2019-04-24,Iceland,,,,,,
2019-04-24,Israel,,,,,,
2019-04-24,Italy,,,,,,
2019-04-24,Japan,,,,,,
2019-04-24,Korea,,,,,,
2019-04-24,Lebanon,,,,,,
2019-04-24,Lithuania,,,,,,
2019-04-24,Malta,,,,,,
2019-04-24,Netherlands,,,,,,
2019-04-24,Nigeria,,,,,,
2019-04-24,Norway,,,,,,
2019-04-24,Poland,,,,,,
2019-04-24,Portugal,,,,,,
2019-04-24,RSA,,,,,,
2019-04-24,Saudi Arabia,,,,,,
2019-04-24,Singapore,,,,,,
2019-04-24,Spain,,,,,,
2019-04-24,Sweden,149796.0,24228.0,48.0,288.0,94.0,71.35000000000001
2019-04-24,Switzerland,,,,,,
2019-04-24,Thailand,,,,,,
2019-04-24,USA,,,,,,
2019-04-24,United Arab Emirates,,,,,,
2019-04-24,United Kingdom,15835029.0,2533845.0,5020.0,30120.0,7357.0,4042.96999999999
2019-04-24,Unspecified,,,,,,
2019-04-24,West Indies,,,,,,
2019-04-25,Australia,12415.0,2019.0,4.0,25.0,2.0,4.25
2019-04-25,Austria,,,,,,
2019-04-25,Bahrain,,,,,,
2019-04-25,Belgium,358498.0,58551.0,116.0,725.0,230.0,84.13000000000001
2019-04-25,Bermuda,,,,,,
2019-04-25,Brazil,,,,,,
2019-04-25,Canada,,,,,,
2019-04-25,Channel Islands,,,,,,
2019-04-25,Cyprus,,,,,,
2019-04-25,Czech Republic,,,,,,
2019-04-25,Denmark,,,,,,
2019-04-25,EIRE,,,,,,
2019-04-25,European Community,,,,,,
2019-04-25,Finland,,,,,,
2019-04-25,France,99496.0,16152.0,32.0,200.0,64.0,37.85
2019-04-25,Germany,100800.0,16152.0,32.0,200.0,77.0,38.27000000000001
2019-04-25,Greece,,,,,,
2019-04-25,Hong Kong,,,,,,
2019-04-25,Iceland,,,,,,
2019-04-25,Israel,,,,,,
2019-04-25,Italy,,,,,,
2019-04-25,Japan,,,,,,
2019-04-25,Korea,,,,,,
2019-04-25,Lebanon,,,,,,
2019-04-25,Lithuania,,,,,,
2019-04-25,Malta,,,,,,
2019-04-25,Netherlands,131814.0,18171.0,36.0,225.0,132.0,26.91
2019-04-25,Nigeria,,,,,,
2019-04-25,Norway,,,,,,
2019-04-25,Poland,,,,,,
2019-04-25,Portugal,,,,,,
2019-04-25,RSA,,,,,,
2019-04-25,Saudi Arabia,,,,,,
2019-04-25,Singapore,,,,,,
2019-04-25,Spain,285591.0,46437.0,92.0,575.0,218.0,72.05
2019-04-25,Sweden,,,,,,
2019-04-25,Switzerland,,,,,,
2019-04-25,Thailand,,,,,,
2019-04-25,USA,,,,,,
2019-04-25,United Arab Emirates,,,,,,
2019-04-25,United Kingdom,14899728.0,2249166.0,4456.0,27850.0,7160.0,4442.669999999979
2019-04-25,Unspecified,,,,,,
2019-04-25,West Indies,,,,,,
2019-04-28,Australia,,,,,,
2019-04-28,Austria,,,,,,
2019-04-28,Bahrain,,,,,,
2019-04-28,Belgium,,,,,,
2019-04-28,Bermuda,,,,,,
2019-04-28,Brazil,,,,,,
2019-04-28,Canada,,,,,,
2019-04-28,Channel Islands,,,,,,
2019-04-28,Cyprus,,,,,,
2019-04-28,Czech Republic,,,,,,
2019-04-28,Denmark,,,,,,
2019-04-28,EIRE,,,,,,
2019-04-28,European Community,,,,,,
2019-04-28,Finland,,,,,,
2019-04-28,France,,,,,,
2019-04-28,Germany,413292.0,66627.0,132.0,924.0,335.0,80.27000000000002
2019-04-28,Greece,,,,,,
2019-04-28,Hong Kong,,,,,,
2019-04-28,Iceland,,,,,,
2019-04-28,Israel,,,,,,
2019-04-28,Italy,,,,,,
2019-04-28,Japan,,,,,,
2019-04-28,Korea,,,,,,
2019-04-28,Lebanon,,,,,,
2019-04-28,Lithuania,,,,,,
2019-04-28,Malta,,,,,,
2019-04-28,Netherlands,,,,,,
2019-04-28,Nigeria,,,,,,
2019-04-28,Norway,,,,,,
2019-04-28,Poland,,,,,,
2019-04-28,Portugal,,,,,,
2019-04-28,RSA,,,,,,
2019-04-28,Saudi Arabia,,,,,,
2019-04-28,Singapore,,,,,,
2019-04-28,Spain,,,,,,
2019-04-28,Sweden,,,,,,
2019-04-28,Switzerland,,,,,,
2019-04-28,Thailand,,,,,,
2019-04-28,USA,,,,,,
2019-04-28,United Arab Emirates,,,,,,
2019-04-28,United Kingdom,6410212.0,845961.0,1676.0,11732.0,2236.0,1218.1400000000017
2019-04-28,Unspecified,,,,,,
2019-04-28,West Indies,,,,,,
2019-04-30,Australia,,,,,,
2019-04-30,Austria,,,,,,
2019-04-30,Bahrain,,,,,,
2019-04-30,Belgium,,,,,,
2019-04-30,Bermuda,,,,,,
2019-04-30,Brazil,,,,,,
2019-04-30,Canada,,,,,,
2019-04-30,Channel Islands,,,,,,
2019-04-30,Cyprus,,,,,,
2019-04-30,Czech Republic,,,,,,
2019-04-30,Denmark,,,,,,
2019-04-30,EIRE,1013948.0,137292.0,272.0,2040.0,482.0,289.30999999999983
2019-04-30,European Community,,,,,,
2019-04-30,Finland,,,,,,
2019-04-30,France,657371.0,104988.0,208.0,1560.0,518.0,153.97000000000003
2019-04-30,Germany,38124.0,6057.0,12.0,90.0,6.0,4.65
2019-04-30,Greece,,,,,,
2019-04-30,Hong Kong,,,,,,
2019-04-30,Iceland,,,,,,
2019-04-30,Israel,,,,,,
2019-04-30,Italy,,,,,,
2019-04-30,Japan,,,,,,
2019-04-30,Korea,,,,,,
2019-04-30,Lebanon,,,,,,
2019-04-30,Lithuania,,,,,,
2019-04-30,Malta,,,,,,
2019-04-30,Netherlands,,,,,,
2019-04-30,Nigeria,,,,,,
2019-04-30,Norway,,,,,,
2019-04-30,Poland,,,,,,
2019-04-30,Portugal,,,,,,
2019-04-30,RSA,,,,,,
2019-04-30,Saudi Arabia,,,,,,
2019-04-30,Singapore,,,,,,
2019-04-30,Spain,,,,,,
2019-04-30,Sweden,12483.0,2019.0,4.0,30.0,1.0,4.25
2019-04-30,Switzerland,27010.0,4038.0,8.0,60.0,3.0,20.9
2019-04-30,Thailand,,,,,,
2019-04-30,USA,,,,,,
2019-04-30,United Arab Emirates,,,,,,
2019-04-30,United Kingdom,13819003.0,2671137.0,5292.0,39690.0,6464.0,28102.51000000032
2019-04-30,Unspecified,,,,,,
2019-04-30,West Indies,,,,,,
2019-05-01,Australia,,,,,,
2019-05-01,Austria,,,,,,
2019-05-01,Bahrain,,,,,,
2019-05-01,Belgium,,,,,,
2019-05-01,Bermuda,,,,,,
2019-05-01,Brazil,,,,,,
2019-05-01,Canada,17443.0,2019.0,5.0,1.0,14.0,1.06
2019-05-01,Channel Islands,,,,,,
2019-05-01,Cyprus,,,,,,
2019-05-01,Czech Republic,,,,,,
2019-05-01,Denmark,,,,,,
2019-05-01,EIRE,,,,,,
2019-05-01,European Community,,,,,,
2019-05-01,Finland,,,,,,
2019-05-01,France,,,,,,
2019-05-01,Germany,467932.0,74703.0,185.0,37.0,387.0,94.05999999999996
2019-05-01,Greece,,,,,,
2019-05-01,Hong Kong,,,,,,
2019-05-01,Iceland,,,,,,
2019-05-01,Israel,,,,,,
2019-05-01,Italy,,,,,,
2019-05-01,Japan,,,,,,
2019-05-01,Korea,,,,,,
2019-05-01,Lebanon,,,,,,
2019-05-01,Lithuania,,,,,,
2019-05-01,Malta,,,,,,
2019-05-01,Netherlands,,,,,,
2019-05-01,Nigeria,,,,,,
2019-05-01,Norway,,,,,,
2019-05-01,Poland,,,,,,
2019-05-01,Portugal,,,,,,
2019-05-01,RSA,,,,,,
2019-05-01,Saudi Arabia,,,,,,
2019-05-01,Singapore,,,,,,
2019-05-01,Spain,514140.0,82779.0,205.0,41.0,455.0,108.68000000000004
2019-05-01,Sweden,12483.0,2019.0,5.0,1.0,0.0,4.25
2019-05-01,Switzerland,,,,,,
2019-05-01,Thailand,,,,,,
2019-05-01,USA,,,,,,
2019-05-01,United Arab Emirates,,,,,,
2019-05-01,United Kingdom,16530683.0,2182539.0,5405.0,1081.0,7001.0,3385.3599999999865
2019-05-01,Unspecified,,,,,,
2019-05-01,West Indies,,,,,,
2019-05-02,Australia,,,,,,
2019-05-02,Austria,,,,,,
2019-05-02,Bahrain,,,,,,
2019-05-02,Belgium,136345.0,22209.0,55.0,22.0,72.0,51.01
2019-05-02,Bermuda,,,,,,
2019-05-02,Brazil,,,,,,
2019-05-02,Canada,,,,,,
2019-05-02,Channel Islands,,,,,,
2019-05-02,Cyprus,,,,,,
2019-05-02,Czech Republic,,,,,,
2019-05-02,Denmark,,,,,,
2019-05-02,EIRE,357864.0,48456.0,120.0,48.0,194.0,115.22999999999999
2019-05-02,European Community,,,,,,
2019-05-02,Finland,,,,,,
2019-05-02,France,138523.0,22209.0,55.0,22.0,100.0,38.60000000000001
2019-05-02,Germany,125411.0,20190.0,50.0,20.0,69.0,80.64
2019-05-02,Greece,,,,,,
2019-05-02,Hong Kong,,,,,,
2019-05-02,Iceland,,,,,,
2019-05-02,Israel,,,,,,
2019-05-02,Italy,,,,,,
2019-05-02,Japan,,,,,,
2019-05-02,Korea,,,,,,
2019-05-02,Lebanon,,,,,,
2019-05-02,Lithuania,,,,,,
2019-05-02,Malta,,,,,,
2019-05-02,Netherlands,,,,,,
2019-05-02,Nigeria,,,,,,
2019-05-02,Norway,,,,,,
2019-05-02,Poland,138336.0,22209.0,55.0,22.0,105.0,19.320000000000004
2019-05-02,Portugal,,,,,,
2019-05-02,RSA,,,,,,
2019-05-02,Saudi Arabia,,,,,,
2019-05-02,Singapore,,,,,,
2019-05-02,Spain,,,,,,
2019-05-02,Sweden,,,,,,
2019-05-02,Switzerland,1170394.0,189786.0,470.0,188.0,1048.0,201.41999999999987
2019-05-02,Thailand,,,,,,
2019-05-02,USA,,,,,,
2019-05-02,United Arab Emirates,,,,,,
2019-05-02,United Kingdom,16508656.0,3385863.0,8385.0,3354.0,8452.0,5740.319999999961
2019-05-02,Unspecified,,,,,,
2019-05-02,West Indies,,,,,,
2019-05-03,Australia,,,,,,
2019-05-03,Austria,74484.0,12114.0,30.0,18.0,42.0,58.95000000000001
2019-05-03,Bahrain,,,,,,
2019-05-03,Belgium,260274.0,42399.0,105.0,63.0,182.0,63.32
2019-05-03,Bermuda,,,,,,
2019-05-03,Brazil,,,,,,
2019-05-03,Canada,,,,,,
2019-05-03,Channel Islands,,,,,,
2019-05-03,Cyprus,,,,,,
2019-05-03,Czech Republic,,,,,,
2019-05-03,Denmark,,,,,,
2019-05-03,EIRE,283120.0,40380.0,100.0,60.0,201.0,75.37
2019-05-03,European Community,,,,,,
2019-05-03,Finland,,,,,,
2019-05-03,France,,,,,,
2019-05-03,Germany,126857.0,20190.0,50.0,30.0,80.0,12.64
2019-05-03,Greece,,,,,,
2019-05-03,Hong Kong,,,,,,
2019-05-03,Iceland,,,,,,
2019-05-03,Israel,,,,,,
2019-05-03,Italy,,,,,,
2019-05-03,Japan,,,,,,
2019-05-03,Korea,,,,,,
2019-05-03,Lebanon,,,,,,
2019-05-03,Lithuania,,,,,,
2019-05-03,Malta,,,,,,
2019-05-03,Netherlands,,,,,,
2019-05-03,Nigeria,,,,,,
2019-05-03,Norway,,,,,,
2019-05-03,Poland,,,,,,
2019-05-03,Portugal,,,,,,
2019-05-03,RSA,,,,,,
2019-05-03,Saudi Arabia,,,,,,
2019-05-03,Singapore,,,,,,
2019-05-03,Spain,187530.0,30285.0,75.0,45.0,88.0,113.10000000000001
2019-05-03,Sweden,,,,,,
2019-05-03,Switzerland,,,,,,
2019-05-03,Thailand,,,,,,
2019-05-03,USA,,,,,,
2019-05-03,United Arab Emirates,,,,,,
2019-05-03,United Kingdom,18722445.0,3995601.0,9895.0,5937.0,10093.0,6952.629999999966
2019-05-03,Unspecified,,,,,,
2019-05-03,West Indies,,,,,,
2019-05-05,Australia,,,,,,
2019-05-05,Austria,,,,,,
2019-05-05,Bahrain,,,,,,
2019-05-05,Belgium,,,,,,
2019-05-05,Bermuda,,,,,,
2019-05-05,Brazil,,,,,,
2019-05-05,Canada,,,,,,
2019-05-05,Channel Islands,,,,,,
2019-05-05,Cyprus,,,,,,
2019-05-05,Czech Republic,,,,,,
2019-05-05,Denmark,,,,,,
2019-05-05,EIRE,730639.0,98931.0,245.0,245.0,386.0,154.83
2019-05-05,European Community,,,,,,
2019-05-05,Finland,,,,,,
2019-05-05,France,800100.0,127197.0,315.0,315.0,642.0,152.96
2019-05-05,Germany,,,,,,
2019-05-05,Greece,,,,,,
2019-05-05,Hong Kong,,,,,,
2019-05-05,Iceland,,,,,,
2019-05-05,Israel,,,,,,
2019-05-05,Italy,,,,,,
2019-05-05,Japan,,,,,,
2019-05-05,Korea,,,,,,
2019-05-05,Lebanon,,,,,,
2019-05-05,Lithuania,,,,,,
2019-05-05,Malta,,,,,,
2019-05-05,Netherlands,,,,,,
2019-05-05,Nigeria,,,,,,
2019-05-05,Norway,,,,,,
2019-05-05,Poland,,,,,,
2019-05-05,Portugal,,,,,,
2019-05-05,RSA,,,,,,
2019-05-05,Saudi Arabia,,,,,,
2019-05-05,Singapore,,,,,,
2019-05-05,Spain,,,,,,
2019-05-05,Sweden,,,,,,
2019-05-05,Switzerland,,,,,,
2019-05-05,Thailand,,,,,,
2019-05-05,USA,,,,,,
2019-05-05,United Arab Emirates,,,,,,
2019-05-05,United Kingdom,21102892.0,2814486.0,6970.0,6970.0,6582.0,4009.0099999999734
2019-05-05,Unspecified,,,,,,
2019-05-05,West Indies,,,,,,
2019-05-06,Australia,,,,,,
2019-05-06,Austria,,,,,,
2019-05-06,Bahrain,160615.0,26247.0,65.0,78.0,101.0,54.650000000000006
2019-05-06,Belgium,,,,,,
2019-05-06,Bermuda,,,,,,
2019-05-06,Brazil,,,,,,
2019-05-06,Canada,,,,,,
2019-05-06,Channel Islands,,,,,,
2019-05-06,Cyprus,,,,,,
2019-05-06,Czech Republic,,,,,,
2019-05-06,Denmark,,,,,,
2019-05-06,EIRE,,,,,,
2019-05-06,European Community,,,,,,
2019-05-06,Finland,,,,,,
2019-05-06,France,352273.0,56532.0,140.0,168.0,266.0,82.82
2019-05-06,Germany,467329.0,74703.0,185.0,222.0,310.0,108.56000000000003
2019-05-06,Greece,,,,,,
2019-05-06,Hong Kong,,,,,,
2019-05-06,Iceland,,,,,,
2019-05-06,Israel,,,,,,
2019-05-06,Italy,,,,,,
2019-05-06,Japan,,,,,,
2019-05-06,Korea,,,,,,
2019-05-06,Lebanon,,,,,,
2019-05-06,Lithuania,,,,,,
2019-05-06,Malta,,,,,,
2019-05-06,Netherlands,,,,,,
2019-05-06,Nigeria,,,,,,
2019-05-06,Norway,,,,,,
2019-05-06,Poland,,,,,,
2019-05-06,Portugal,,,,,,
2019-05-06,RSA,,,,,,
2019-05-06,Saudi Arabia,,,,,,
2019-05-06,Singapore,,,,,,
2019-05-06,Spain,,,,,,
2019-05-06,Sweden,,,,,,
2019-05-06,Switzerland,202380.0,30285.0,75.0,90.0,114.0,50.95
2019-05-06,Thailand,,,,,,
2019-05-06,USA,,,,,,
2019-05-06,United Arab Emirates,,,,,,
2019-05-06,United Kingdom,14814298.0,3377787.0,8365.0,10038.0,8622.0,8448.499999999973
2019-05-06,Unspecified,,,,,,
2019-05-06,West Indies,,,,,,
2019-05-07,Australia,,,,,,
2019-05-07,Austria,,,,,,
2019-05-07,Bahrain,,,,,,
2019-05-07,Belgium,272778.0,44418.0,110.0,154.0,240.0,45.050000000000004
2019-05-07,Bermuda,,,,,,
2019-05-07,Brazil,,,,,,
2019-05-07,Canada,,,,,,
2019-05-07,Channel Islands,,,,,,
2019-05-07,Cyprus,,,,,,
2019-05-07,Czech Republic,,,,,,
2019-05-07,Denmark,,,,,,
2019-05-07,EIRE,0.0,76722.0,190.0,266.0,289.0,146.04999999999998
2019-05-07,European Community,,,,,,
2019-05-07,Finland,,,,,,
2019-05-07,France,380520.0,60570.0,150.0,210.0,298.0,57.40000000000001
2019-05-07,Germany,316720.0,50475.0,125.0,175.0,228.0,115.37
2019-05-07,Greece,,,,,,
2019-05-07,Hong Kong,,,,,,
2019-05-07,Iceland,,,,,,
2019-05-07,Israel,,,,,,
2019-05-07,Italy,,,,,,
2019-05-07,Japan,,,,,,
2019-05-07,Korea,,,,,,
2019-05-07,Lebanon,,,,,,
2019-05-07,Lithuania,,,,,,
2019-05-07,Malta,,,,,,
2019-05-07,Netherlands,,,,,,
2019-05-07,Nigeria,,,,,,
2019-05-07,Norway,,,,,,
2019-05-07,Poland,,,,,,
2019-05-07,Portugal,,,,,,
2019-05-07,RSA,,,,,,
2019-05-07,Saudi Arabia,,,,,,
2019-05-07,Singapore,,,,,,
2019-05-07,Spain,,,,,,
2019-05-07,Sweden,,,,,,
2019-05-07,Switzerland,,,,,,
2019-05-07,Thailand,,,,,,
2019-05-07,USA,,,,,,
2019-05-07,United Arab Emirates,,,,,,
2019-05-07,United Kingdom,18754710.0,4894056.0,12120.0,16968.0,10134.0,15023.87000000014
2019-05-07,Unspecified,767040.0,94893.0,235.0,329.0,503.0,96.81000000000003
2019-05-07,West Indies,,,,,,
2019-05-08,Australia,,,,,,
2019-05-08,Austria,,,,,,
2019-05-08,Bahrain,,,,,,
2019-05-08,Belgium,,,,,,
2019-05-08,Bermuda,,,,,,
2019-05-08,Brazil,,,,,,
2019-05-08,Canada,,,,,,
2019-05-08,Channel Islands,,,,,,
2019-05-08,Cyprus,,,,,,
2019-05-08,Czech Republic,,,,,,
2019-05-08,Denmark,235068.0,38361.0,95.0,152.0,199.0,50.660000000000004
2019-05-08,EIRE,,,,,,
2019-05-08,European Community,,,,,,
2019-05-08,Finland,,,,,,
2019-05-08,France,1363588.0,197862.0,490.0,784.0,648.0,381.23999999999995
2019-05-08,Germany,227753.0,36342.0,90.0,144.0,166.0,47.720000000000006
2019-05-08,Greece,,,,,,
2019-05-08,Hong Kong,,,,,,
2019-05-08,Iceland,,,,,,
2019-05-08,Israel,,,,,,
2019-05-08,Italy,,,,,,
2019-05-08,Japan,,,,,,
2019-05-08,Korea,,,,,,
2019-05-08,Lebanon,,,,,,
2019-05-08,Lithuania,,,,,,
2019-05-08,Malta,,,,,,
2019-05-08,Netherlands,131814.0,18171.0,45.0,72.0,125.0,53.349999999999994
2019-05-08,Nigeria,,,,,,
2019-05-08,Norway,,,,,,
2019-05-08,Poland,,,,,,
2019-05-08,Portugal,,,,,,
2019-05-08,RSA,,,,,,
2019-05-08,Saudi Arabia,,,,,,
2019-05-08,Singapore,,,,,,
2019-05-08,Spain,,,,,,
2019-05-08,Sweden,12483.0,2019.0,5.0,8.0,2.0,4.25
2019-05-08,Switzerland,,,,,,
2019-05-08,Thailand,,,,,,
2019-05-08,USA,,,,,,
2019-05-08,United Arab Emirates,,,,,,
2019-05-08,United Kingdom,20672642.0,3141564.0,7780.0,12448.0,9128.0,5432.379999999964
2019-05-08,Unspecified,,,,,,
2019-05-08,West Indies,,,,,,
2019-05-09,Australia,285913.0,46437.0,115.0,207.0,152.0,95.72000000000001
2019-05-09,Austria,,,,,,
2019-05-09,Bahrain,,,,,,
2019-05-09,Belgium,161135.0,26247.0,65.0,117.0,83.0,53.31
2019-05-09,Bermuda,,,,,,
2019-05-09,Brazil,,,,,,
2019-05-09,Canada,,,,,,
2019-05-09,Channel Islands,,,,,,
2019-05-09,Cyprus,,,,,,
2019-05-09,Czech Republic,,,,,,
2019-05-09,Denmark,,,,,,
2019-05-09,EIRE,,,,,,
2019-05-09,European Community,,,,,,
2019-05-09,Finland,,,,,,
2019-05-09,France,152196.0,24228.0,60.0,108.0,93.0,51.84000000000001
2019-05-09,Germany,2030869.0,325059.0,805.0,1449.0,1755.0,935.3500000000008
2019-05-09,Greece,,,,,,
2019-05-09,Hong Kong,,,,,,
2019-05-09,Iceland,,,,,,
2019-05-09,Israel,,,,,,
2019-05-09,Italy,,,,,,
2019-05-09,Japan,,,,,,
2019-05-09,Korea,,,,,,
2019-05-09,Lebanon,,,,,,
2019-05-09,Lithuania,,,,,,
2019-05-09,Malta,,,,,,
2019-05-09,Netherlands,1581768.0,218052.0,540.0,972.0,1263.0,274.65000000000003
2019-05-09,Nigeria,,,,,,
2019-05-09,Norway,,,,,,
2019-05-09,Poland,,,,,,
2019-05-09,Portugal,995046.0,157482.0,390.0,702.0,299.0,1279.4600000000014
2019-05-09,RSA,,,,,,
2019-05-09,Saudi Arabia,,,,,,
2019-05-09,Singapore,,,,,,
2019-05-09,Spain,,,,,,
2019-05-09,Sweden,278464.0,32304.0,80.0,144.0,172.0,43.919999999999995
2019-05-09,Switzerland,,,,,,
2019-05-09,Thailand,,,,,,
2019-05-09,USA,,,,,,
2019-05-09,United Arab Emirates,,,,,,
2019-05-09,United Kingdom,21484246.0,3137526.0,7770.0,13986.0,8739.0,5813.479999999974
2019-05-09,Unspecified,,,,,,
2019-05-09,West Indies,,,,,,
2019-05-10,Australia,,,,,,
2019-05-10,Austria,,,,,,
2019-05-10,Bahrain,,,,,,
2019-05-10,Belgium,,,,,,
2019-05-10,Bermuda,,,,,,
2019-05-10,Brazil,,,,,,
2019-05-10,Canada,,,,,,
2019-05-10,Channel Islands,,,,,,
2019-05-10,Cyprus,,,,,,
2019-05-10,Czech Republic,,,,,,
2019-05-10,Denmark,,,,,,
2019-05-10,EIRE,,,,,,
2019-05-10,European Community,,,,,,
2019-05-10,Finland,,,,,,
2019-05-10,France,672201.0,107007.0,265.0,530.0,445.0,204.94000000000003
2019-05-10,Germany,224478.0,36342.0,90.0,180.0,136.0,69.46
2019-05-10,Greece,,,,,,
2019-05-10,Hong Kong,0.0,187767.0,465.0,930.0,855.0,217.95999999999984
2019-05-10,Iceland,,,,,,
2019-05-10,Israel,,,,,,
2019-05-10,Italy,,,,,,
2019-05-10,Japan,153240.0,24228.0,60.0,120.0,129.0,31.49999999999999
2019-05-10,Korea,,,,,,
2019-05-10,Lebanon,,,,,,
2019-05-10,Lithuania,,,,,,
2019-05-10,Malta,,,,,,
2019-05-10,Netherlands,,,,,,
2019-05-10,Nigeria,,,,,,
2019-05-10,Norway,,,,,,
2019-05-10,Poland,,,,,,
2019-05-10,Portugal,,,,,,
2019-05-10,RSA,,,,,,
2019-05-10,Saudi Arabia,,,,,,
2019-05-10,Singapore,,,,,,
2019-05-10,Spain,,,,,,
2019-05-10,Sweden,,,,,,
2019-05-10,Switzerland,,,,,,
2019-05-10,Thailand,,,,,,
2019-05-10,USA,,,,,,
2019-05-10,United Arab Emirates,,,,,,
2019-05-10,United Kingdom,16178662.0,2521731.0,6245.0,12490.0,7105.0,4433.499999999975
2019-05-10,Unspecified,,,,,,
